record_id,date,mandi_id,district,crop_name,raw_crop_name,min_price,max_price,modal_price,msp,is_price_crash
PR007451,2026-06-05,MANDI049,Hisar,Paddy,paddy,2133.49,2430.74,2282.12,2183.0,False
PR004826,2026-02-27,MANDI008,Moga,Mustard,Sarson,5305.6683659374585,5842.61,5574.14,5650.0,True
PR003124,2026-07-04,MANDI002,Patiala,Cotton,Cotton,6280.49,7576.15,6928.32,6620.0,False
PR007308,2026-06-15,MANDI048,Jalandhar,Cotton,Cotton,6414.53,7817.45,7115.99,,False
PR011358,2026-03-03,MANDI027,Hisar,Wheat,wheat,1957.21,2120.7088850785995,2038.96,2275.0,True
PR002849,2026-02-19,MANDI043,Jalandhar,Wheat,GEHUN,2108.38,2303.0,2205.49,,False
PR000278,2026-04-02,MANDI002,Ludhiana,Maize,corn,2028.0,2420.0,2224.0,2090.0,False
PR010767,2026-01-26,MANDI049,Patiala,Cotton,कपास,6176.37,7109.091862971616,6642.73,,False
PR009416,2026-06-05,,,Paddy,Paddy,1918.74,2304.0,2111.0,2183.0,True
PR006769,2026-08-02,,,Wheat,गेहूं,2047.45,2342.22,2195.0,2275.0,True
PR005062,2026-08-29,MANDI057,Ferozepur,Sugarcane,Ganne,3331.999425085686,3987.3206060919074,3659.66,,False
PR006581,2026-06-17,MANDI012,Kurukshetra,Mustard,Mustard,5447.43517291978,6539.0,,5650.0,False
PR003411,2026-07-25,MANDI050,Bathinda,Mustard,Sarson,5673.4,,6244.0,,False
PR001183,2026-06-28,MANDI051,Saharanpur,Wheat,WHEAT,2311.342582562423,2580.92,2446.13,2275.0,False
PR003889,2026-05-29,,Sirsa,Cotton,Kapas,6089.0,6442.05,6265.64,,False
PR006057,2026-03-28,,Ludhiana,Paddy,paddy,1970.36,2238.5,2104.0,2183.0,True
PR010183,2026-01-13,MANDI023,Kurukshetra,Maize,corn,1863.0,2087.97,1975.71,2090.0,True
PR000371,2026-08-07,MANDI018,Fatehabad,Mustard,Sarson,5054.0,5585.96,5320.06,5650.0,True
PR006590,2026-05-24,MANDI035,Patiala,Wheat,WHEAT,2350.41,2731.0,2540.73,2275.0,False
PR010318,2026-02-15,MANDI014,Amritsar,Sugarcane,Ganna,3264.0,3445.4932241573993,3355.0,3500.0,True
PR000090,2026-06-26,MANDI040,Ambala,Maize,Maize,1881.8691227385789,,2003.89,2090.0,True
PR004915,2026-03-29,,Moga,Wheat,गेहूं,2155.0,,2340.1,2275.0,False
PR009953,2026-04-22,MANDI028,Ambala,Paddy,Dhaan,1901.88,2078.12,1990.0,2183.0,True
PR010106,2026-01-02,MANDI042,Bathinda,Cotton,कपास,6136.0,6538.69,6337.33,,False
PR000014,2026-02-08,MANDI028,Hisar,Wheat,WHEAT,2100.07,2375.64,2238.0,2275.0,True
PR000287,2026-04-13,MANDI031,Sirsa,Wheat,Kanak,2103.01,2276.59,2189.8,2275.0,True
PR004723,2026-04-12,MANDI020,Kurukshetra,Wheat,Gehun,1960.0,2441.0,2200.7,2275.0,True
PR000290,2026-08-07,MANDI024,Bathinda,Sugarcane,Ganna,3589.02,3950.83341499987,3769.93,3500.0,False
PR000885,2026-04-26,MANDI016,Kurukshetra,Mustard,सरसों,4928.43761867252,5446.76,5188.0,5650.0,True
PR006785,2026-07-31,MANDI025,Karnal,Rice,Rice,2112.0,2555.56,2334.0,2183.0,False
PR011132,2026-03-30,MANDI020,Sirsa,Sugarcane,Sugarcane,3250.83,3969.99,3610.0,3500.0,False
PR000072,2026-01-06,MANDI047,Amritsar,Wheat,WHEAT,2020.69,,2160.48,2275.0,True
PR008759,2026-04-10,MANDI042,Moga,Rice,Basmati,1916.22,2381.0,2148.0,2183.0,True
PR002705,2026-06-11,,,Mustard,Mustard,4886.19,5692.39,5289.29,,False
PR011585,2026-01-28,MANDI016,Jalandhar,Sugarcane,Ganne,3395.0,3710.84,3552.76,,False
PR001860,2026-04-18,,Sirsa,Sugarcane,गन्ना,3233.75,3496.33,3365.0,,False
PR001126,2026-03-20,MANDI003,Amritsar,Rice,चावल,1889.99,2165.52,,2183.0,False
PR001877,2026-04-28,MANDI038,Ludhiana,Cotton,Cotton,6070.34,6646.0,6357.95,,False
PR004804,2026-08-10,MANDI015,Fatehabad,Sugarcane,Sugarcane,3036.0,3480.16,3257.9,3500.0,True
PR005224,2026-08-06,MANDI019,Ludhiana,Cotton,Cotton,5856.97,6404.1,6130.53,6620.0,True
PR011327,2026-07-20,MANDI020,Hisar,Mustard,mustard,5578.0,6771.16,6175.0,5650.0,False
PR003657,2026-06-07,MANDI049,Moga,Mustard,Sarson,5526.458101463893,6776.9,6151.677939662541,5650.0,False
PR004286,2026-02-13,MANDI020,Sirsa,Mustard,Mustard,4839.19,5232.752108331381,5036.0,5650.0,True
PR009464,2026-05-12,MANDI054,Sirsa,Mustard,Mustard,,6269.21,5795.0,5650.0,False
PR009540,2026-08-17,MANDI036,Ferozepur,Paddy,Paddy,2140.35,2314.92,,2183.0,False
PR008741,2026-05-28,,Hisar,Mustard,Sarso,5551.23,6183.12,5867.18,5650.0,False
PR006103,2026-06-11,MANDI032,Fatehabad,Mustard,Mustard,4861.23,5327.596778987246,5094.0,5650.0,True
PR004446,2026-04-01,MANDI012,Jalandhar,Wheat,Wheat,2054.38,2163.73,2109.06,2275.0,True
PR008501,2026-06-21,MANDI047,Ambala,Maize,मक्का,2055.01,2496.0,,2090.0,False
PR009136,2026-08-31,MANDI005,Hisar,Mustard,mustard,5172.652159477422,5630.0,5401.09,5650.0,True
PR006128,2026-08-22,MANDI029,Bathinda,Sugarcane,Ganna,3586.69,4146.78,3867.0,3500.0,False
PR003726,2026-03-16,MANDI047,Muzaffarnagar,Wheat,wheat,,2382.0,2300.9,2275.0,False
PR004026,2026-04-13,MANDI002,Amritsar,Maize,Corn,2131.44,2417.37,2274.41,2090.0,False
PR006940,2026-07-15,,Sirsa,Wheat,Wheat,2027.0,2491.3,2259.35,2275.0,True
PR005645,2026-03-05,MANDI033,Bathinda,Sugarcane,Ganne,3040.1534854977804,3610.64,3325.0,3500.0,True
PR000750,2026-03-08,MANDI040,Ambala,Wheat,wheat,2215.18,2565.59,2390.0,2275.0,False
PR010477,2026-03-08,MANDI013,Moga,Mustard,mustard,4997.0,,5469.33,,False
PR000039,2026-07-15,,,Maize,Makka,1962.5739438804824,2442.29,2202.4319069968533,2090.0,False
PR011063,2026-05-09,MANDI027,Hisar,Sugarcane,Sugarcane,3640.7,3951.0,3796.0,3500.0,False
PR011564,2026-04-28,MANDI053,Patiala,Sugarcane,Ganna,3045.97,3222.0,3133.91,,False
PR007008,2026-04-08,MANDI049,Fatehabad,Sugarcane,Ganne,3369.49,4021.331053658642,3695.41,3500.0,False
PR003175,2026-04-14,,,Wheat,Kanak,2064.0,2298.0486185914897,2180.934103947472,,False
PR006920,2026-04-27,MANDI054,Saharanpur,Rice,Chawal,2220.0,2582.38,2400.95,,False
PR004602,2026-01-03,MANDI002,Ludhiana,Mustard,Mustard,5771.242300224399,6931.516916716651,6351.38,5650.0,False
PR002404,2026-05-27,MANDI035,Patiala,Wheat,WHEAT,2377.0,2583.0,2479.89,,False
PR003530,2026-03-13,MANDI050,Sirsa,Maize,Makka,1916.33,2164.0,2040.26,2090.0,True
PR000052,2026-06-14,MANDI039,Hisar,Rice,Chawal,1893.66,2329.0,2111.0,2183.0,True
PR004884,2026-05-11,MANDI029,Ambala,Mustard,Sarso,4883.77,5935.74,5409.76,5650.0,True
PR004396,2026-03-20,MANDI039,Jalandhar,Wheat,wheat,2316.1367012365836,2639.0,2477.74,2275.0,False
PR005356,2026-03-25,MANDI029,Sirsa,Mustard,सरसों,5367.63,6494.201218716404,5931.0,5650.0,False
PR008385,2026-03-05,MANDI007,Fatehabad,Cotton,Cotton,6143.0,6676.52,6409.956297337709,,False
PR001049,2026-02-28,MANDI018,Moga,Sugarcane,Sugarcane,3544.39,4305.27,3924.83,3500.0,False
PR001227,2026-05-28,MANDI049,Ludhiana,Rice,Chawal,2223.0,2360.0,2291.15,2183.0,False
PR002021,2026-02-15,MANDI053,Kurukshetra,Sugarcane,Sugarcane,2975.02,3540.228356606027,3257.62,3500.0,True
PR002840,2026-07-08,MANDI055,Jalandhar,Rice,Chawal,1909.34,2007.0,1958.1,,False
PR001582,2026-07-09,MANDI020,Ambala,Mustard,Sarson,,6323.0,6051.36,5650.0,False
PR007108,2026-08-13,MANDI037,Kurukshetra,Sugarcane,Sugarcane,3272.0,3501.56,3386.98,3500.0,True
PR002341,2026-01-12,MANDI053,Karnal,Wheat,WHEAT,2267.0,2644.35,2455.58,2275.0,False
PR005608,2026-02-06,,Bathinda,Sugarcane,Ganne,3229.0,3715.85,3473.0,3500.0,True
PR001136,2026-04-18,MANDI038,Ferozepur,Rice,Basmati,2102.32,2442.07,2272.196527136316,2183.0,False
PR009689,2026-09-02,MANDI048,Karnal,Wheat,Gehun,2164.0,2591.0,,2275.0,False
PR002408,2026-02-22,MANDI047,Ambala,Paddy,धान,2208.44,2509.35,2358.9,,False
PR004924,2026-03-13,MANDI054,Bathinda,Wheat,GEHUN,,2411.0,2322.27,2275.0,False
PR003193,2026-03-30,MANDI010,Jalandhar,Cotton,Kapas,6317.87239055306,6975.84,6646.85,6620.0,False
PR005567,2026-01-07,MANDI026,Ferozepur,Cotton,Narma,5830.38,6868.0,6349.04,,False
PR002815,2026-08-19,MANDI030,Sirsa,Mustard,Sarso,5403.91,6606.69,6005.3,,False
PR000950,2026-08-20,MANDI032,Patiala,Mustard,सरसों,5880.31,6824.33,6352.32,5650.0,False
PR004751,2026-02-17,MANDI028,Ambala,Mustard,Mustard,4874.0,5365.0,5119.29,5650.0,True
PR008389,2026-07-08,MANDI024,Amritsar,Sugarcane,Ganna,3647.18,3970.64,3808.91,3500.0,False
PR008760,2026-07-05,MANDI001,Ludhiana,Paddy,Dhaan,1878.64,2162.0,2020.53,,False
PR011074,2026-07-29,MANDI020,Fatehabad,Maize,Corn,2194.053527943877,2537.0,2365.44,2090.0,False
PR005674,2026-04-15,MANDI008,Moga,Maize,corn,1979.96,2214.64,2097.3,2090.0,False
PR005008,2026-01-31,MANDI018,Amritsar,Wheat,Kanak,2010.881479567271,2355.0,2183.0,,False
PR011356,2026-03-18,MANDI043,Hisar,Maize,corn,1954.52,2366.0,2160.21,2090.0,False
PR002972,2026-01-09,MANDI022,Moga,Mustard,Mustard,5071.97,,5639.0,5650.0,True
PR010128,2026-08-12,MANDI028,Jalandhar,Sugarcane,sugarcane,3371.0,4039.65,3705.46,,False
PR011087,2026-05-18,MANDI007,Hisar,Cotton,cotton,6778.52,,7571.13,6620.0,False
PR004868,2026-05-02,,Ludhiana,Mustard,Sarso,5002.0,6193.71,5598.01,5650.0,True
PR008792,2026-02-08,MANDI054,Karnal,Wheat,Gehun,2009.0,2222.62,2116.0,,False
PR007739,2026-01-31,MANDI014,Bathinda,Rice,Chawal,,2361.8612565831104,2127.9743581320763,2183.0,True
PR002430,2026-05-16,MANDI012,Amritsar,Cotton,cotton,6174.08,7548.55,6861.32,6620.0,False
PR004051,2026-01-31,MANDI028,Ambala,Sugarcane,गन्ना,2980.0,3691.46,3336.0,3500.0,True
PR003668,2026-04-06,MANDI046,Ferozepur,Wheat,Kanak,2355.04,2804.03,2579.5355788650804,2275.0,False
PR004727,2026-08-21,MANDI055,Kurukshetra,Cotton,Narma,6876.26,8157.95,7517.11,6620.0,False
PR005138,2026-07-12,MANDI029,Ludhiana,Maize,मक्का,2096.0,2223.71,2159.61,,False
PR007759,2026-08-12,MANDI047,Ferozepur,Cotton,कपास,6556.98,7685.55,7121.0,6620.0,False
PR011285,2026-03-21,MANDI014,Amritsar,Paddy,Dhaan,2080.71,2557.56,2319.13368564531,,False
PR001781,2026-01-29,,,Sugarcane,sugarcane,3328.0,,3495.26,3500.0,True
PR004208,2026-03-01,MANDI055,Fatehabad,Sugarcane,Sugarcane,3298.88,3885.0,3591.97,,False
PR009564,2026-02-06,,Sirsa,Rice,Chawal,1917.9,2096.52,2007.21,2183.0,True
PR006507,2026-07-03,MANDI026,Bathinda,Mustard,Mustard,5898.0,7095.58,6497.0,5650.0,False
PR000400,2026-05-14,MANDI013,Ambala,Cotton,Narma,6276.11,7009.0,6642.0,6620.0,False
PR007293,2026-04-07,MANDI020,Bathinda,Wheat,WHEAT,,2422.25,2352.52,2275.0,False
PR008867,2026-01-05,MANDI044,Moga,Wheat,Kanak,2385.9,2639.48,,2275.0,False
PR001310,2026-04-19,MANDI010,Amritsar,Wheat,गेहूं,2150.5,2332.55,2241.53,2275.0,True
PR005490,2026-03-16,MANDI017,,Wheat,GEHUN,2142.0,2563.0,2353.0,,False
PR011563,2026-03-03,MANDI053,Bathinda,Wheat,Gehun,2255.15,2482.51,2368.828527057596,2275.0,False
PR010339,2026-04-25,MANDI041,Ambala,Mustard,सरसों,4885.0,5930.06,5407.37,5650.0,True
PR008342,2026-05-08,MANDI008,Karnal,Sugarcane,sugarcane,3424.86,4060.635122435789,3742.75,3500.0,False
PR009868,2026-03-23,MANDI014,Patiala,Wheat,Kanak,1973.64,,,2275.0,False
PR006715,2026-05-15,MANDI005,Ambala,Maize,corn,2009.38,2499.56,2254.47,2090.0,False
PR007779,2026-04-15,MANDI014,Karnal,Mustard,Mustard,5290.63,5646.15,5468.39,5650.0,True
PR003626,2026-01-17,MANDI013,Kurukshetra,Cotton,Kapas,6807.99,7556.0,7182.0,6620.0,False
PR006541,2026-03-24,MANDI022,Hisar,Rice,Chawal,1872.0,2118.32,1995.3074203373908,2183.0,True
PR005794,2026-01-18,MANDI032,Amritsar,Maize,Makka,2042.8075738151144,2420.66,2231.7320808322575,,False
PR000124,2026-08-01,MANDI013,Ferozepur,Mustard,सरसों,5392.49,5765.0,5578.81,,False
PR004975,2026-07-03,MANDI025,Amritsar,Maize,Maize,1951.41,2198.6199062458213,2075.01,2090.0,True
PR011583,2026-08-14,MANDI012,Patiala,Cotton,Narma,6753.832063085397,7183.44,6968.63,,False
PR003101,2026-06-29,MANDI029,Ludhiana,Mustard,Sarson,5644.0,6425.27,6034.44,5650.0,False
