date,avg_temperature_c,total_rainfall_mm,avg_humidity_percent,sensor_reading_count
2026-04-25,37.135,1082.088,63.34146341463415,46
2026-04-26,35.30134328358209,1787.87,62.10526315789474,67
2026-04-27,29.97617021276596,822.0,59.375,47
2026-04-28,31.307799999999997,976.4639999999999,62.77272727272727,50
2026-04-29,33.46313725490196,1099.724,60.93333333333333,51
2026-04-30,30.997115384615384,1113.31,67.57777777777778,52
2026-05-01,35.287592592592596,1156.384,56.142857142857146,54
2026-05-02,33.88,1058.31,59.64150943396226,56
2026-05-03,32.981489361702124,1041.094,61.69767441860465,47
2026-05-04,27.832222222222224,1410.686,61.490196078431374,54
2026-05-05,31.51892857142857,1046.964,61.7,56
2026-05-06,34.556538461538466,1122.22,64.63636363636364,52
2026-05-07,29.35982142857143,1361.49,63.57142857142857,56
2026-05-08,36.480357142857144,1057.358,59.81481481481482,56
2026-05-09,28.845438596491228,1098.272,63.979166666666664,57
2026-05-10,35.7382,1187.618,63.5625,50
2026-05-11,33.69266666666667,964.972,61.26190476190476,45
2026-05-12,30.047021276595746,1012.264,60.116279069767444,47
2026-05-13,31.27512195121951,721.424,58.36842105263158,41
2026-05-14,31.210943396226416,1136.716,59.78260869565217,53
2026-05-15,33.785636363636364,1155.98,59.76,55
2026-05-16,33.57706896551724,1098.614,58.94117647058823,58
2026-05-17,35.955535714285716,1278.874,64.9,56
2026-05-18,30.81685185185185,1309.528,66.26,54
2026-05-19,30.09093023255814,895.0360000000001,64.4,43
2026-05-20,30.384,735.7239999999999,60.42424242424242,35
2026-05-21,31.090576923076924,1197.69,68.0,52
2026-05-22,38.061521739130434,1047.876,73.53846153846153,46
2026-05-23,37.87056603773585,1270.3799999999999,62.0,53
2026-05-24,28.488163265306124,1059.056,64.17021276595744,49
2026-05-25,40.27454545454545,891.86,63.31707317073171,44
2026-05-26,29.515555555555554,1043.6,57.82608695652174,54
2026-05-27,34.38444444444444,1331.072,62.25,63
2026-05-28,33.83259259259259,1115.1,63.78431372549019,54
2026-05-29,36.47457627118644,1115.358,65.1,59
2026-05-30,33.830625000000005,1076.18,62.044444444444444,48
2026-05-31,30.02368421052632,807.694,66.375,38
2026-06-01,28.49,892.552,67.58333333333333,51
2026-06-02,32.256530612244894,1014.866,62.15909090909091,49
2026-06-03,30.837543859649124,1223.7,62.775510204081634,57
2026-06-04,31.788723404255318,1146.98,63.90909090909091,47
2026-06-05,29.743333333333336,1469.1019999999999,60.2,54
2026-06-06,35.47150943396226,1241.894,60.775510204081634,53
2026-06-07,31.513673469387758,1064.7,63.0,49
2026-06-08,32.61561403508772,1095.288,62.1764705882353,57
2026-06-09,31.614482758620692,1164.638,64.40384615384616,58
2026-06-10,30.00142857142857,768.762,64.47368421052632,42
2026-06-11,32.28762711864407,1196.864,62.163636363636364,59
2026-06-12,35.29872727272728,1417.1,59.40816326530612,55
2026-06-13,32.373877551020406,1172.398,62.638297872340424,49
2026-06-14,29.290892857142858,1234.326,62.0,56
2026-06-15,33.6651724137931,1172.014,62.0188679245283,58
2026-06-16,35.672127659574464,948.04,56.42857142857143,47
2026-06-17,37.37595744680851,923.4799999999999,60.02564102564103,47
2026-06-18,32.04603448275862,1293.65,62.88235294117647,58
2026-06-19,32.41461538461538,1390.054,64.50847457627118,65
2026-06-20,31.530512820512822,750.584,58.484848484848484,39
2026-06-21,29.969807692307693,1157.974,58.54545454545455,52
2026-06-22,31.081333333333337,1071.086,65.88679245283019,60
2026-06-23,34.60436363636364,1046.542,61.212765957446805,55
2026-06-24,36.65441860465116,1006.8439999999999,63.73684210526316,43
2026-06-25,36.12316666666666,1340.048,63.535714285714285,60
2026-06-26,29.177333333333333,897.4399999999999,64.63888888888889,45
2026-06-27,33.50839285714286,1110.356,63.129629629629626,56
2026-06-28,28.447027027027026,987.1039999999999,63.911764705882355,37
2026-06-29,33.529999999999994,1283.692,59.10526315789474,65
2026-06-30,37.40760869565217,939.918,63.170731707317074,46
2026-07-01,31.575,924.05,61.225,44
2026-07-02,33.61869565217391,1008.856,59.76744186046512,46
2026-07-03,28.832264150943395,1320.412,63.06976744186046,53
2026-07-04,31.79931034482759,1115.2,63.763636363636365,58
2026-07-05,34.9887037037037,1214.15,60.8,54
2026-07-06,34.77170212765957,805.27,64.97619047619048,47
2026-07-07,34.037200000000006,947.7339999999999,60.61702127659574,50
2026-07-08,28.437575757575758,1626.7839999999999,55.03125,66
2026-07-09,33.563050847457625,959.6959999999999,63.53703703703704,59
2026-07-10,34.8166037735849,1207.924,62.212765957446805,53
2026-07-11,35.94510638297872,907.654,58.41463414634146,47
2026-07-12,34.76603773584905,1022.278,63.25,53
2026-07-13,38.17595744680851,888.3779999999999,60.25581395348837,47
2026-07-14,34.40351851851852,1022.812,62.08163265306123,54
2026-07-15,33.1280487804878,805.882,54.114285714285714,41
2026-07-16,29.513898305084744,1142.264,58.85454545454545,59
2026-07-17,33.18566037735849,1272.216,63.191489361702125,53
2026-07-18,32.71125,847.1,61.5945945945946,40
2026-07-19,27.568936170212766,824.678,57.785714285714285,47
2026-07-20,30.435686274509806,1188.964,63.422222222222224,51
2026-07-21,35.93914893617021,1053.372,62.7,47
2026-07-22,31.767735849056606,978.4699999999999,60.875,53
2026-07-23,33.45246753246754,1676.46,65.55072463768116,77
2026-07-24,34.93439393939394,1277.0059999999999,65.52380952380952,66
2026-07-25,34.96685185185185,1098.34,59.42857142857143,54
2026-07-26,30.006326530612245,1103.07,64.15217391304348,49
2026-07-27,35.79469387755102,833.352,60.61702127659574,49
2026-07-28,38.71581395348837,830.9979999999999,62.13157894736842,43
2026-07-29,36.01828571428571,834.006,57.90909090909091,35
2026-07-30,33.7395918367347,1041.866,66.02173913043478,49
2026-07-31,35.81909090909091,1259.046,57.0,55
2026-08-01,30.42863636363636,1047.386,63.1219512195122,44
2026-08-02,28.044516129032257,1215.5819999999999,64.25925925925925,62
2026-08-03,32.955714285714286,1121.658,59.977777777777774,49
2026-08-04,35.89859375,1464.21,58.74576271186441,64
2026-08-05,34.07782608695652,1059.54,64.04878048780488,46
2026-08-06,27.574999999999996,1045.402,59.145833333333336,52
2026-08-07,36.59864406779661,1343.13,61.88461538461539,59
2026-08-08,36.03293103448276,1071.762,64.38461538461539,58
2026-08-09,34.00875,930.446,59.53658536585366,48
2026-08-10,32.192131147540984,1408.25,67.18518518518519,61
2026-08-11,34.2972463768116,1597.624,64.13333333333334,69
2026-08-12,38.71260869565217,1203.694,59.74418604651163,46
2026-08-13,30.252000000000002,1309.24,66.25862068965517,65
2026-08-14,29.310625,1371.944,59.69090909090909,64
2026-08-15,33.256037735849056,1386.408,62.54545454545455,53
2026-08-16,29.9815,930.298,57.75675675675676,40
2026-08-17,36.07377358490566,958.412,61.0,53
2026-08-18,32.07175438596491,1182.778,58.05769230769231,57
2026-08-19,29.256875,1452.616,62.473684210526315,64
2026-08-20,34.26673469387755,1225.066,61.34090909090909,49
2026-08-21,33.94592592592593,1163.344,57.9,54
2026-08-22,28.17309090909091,1271.014,59.26086956521739,55
2026-08-23,32.79135593220339,1185.634,66.11320754716981,59
2026-08-24,32.33452830188679,1008.64,61.36363636363637,53
2026-08-25,37.92415094339623,1162.752,62.645833333333336,53
2026-08-26,37.35458333333333,1014.524,55.41463414634146,48
2026-08-27,33.0878,1184.802,63.609756097560975,50
2026-08-28,33.04155172413793,1499.402,62.68518518518518,58
2026-08-29,30.60083333333333,1255.8139999999999,62.68181818181818,48
2026-08-30,32.364102564102566,824.914,59.421052631578945,39
2026-08-31,33.53818181818182,1073.168,61.787234042553195,55
2026-09-01,32.154411764705884,1399.988,60.87096774193548,68
2026-09-02,31.774363636363635,1303.554,60.924528301886795,55
2026-09-03,32.55612244897959,1089.924,64.9047619047619,49
2026-09-04,36.40384615384615,1101.194,66.27659574468085,52
2026-09-05,34.08619047619048,756.86,63.175,42
2026-09-06,31.775689655172414,1282.268,63.92156862745098,58
2026-09-07,37.517818181818186,1119.324,60.229166666666664,55
2026-09-08,32.5415,1131.1019999999999,61.01851851851852,60
2026-09-09,30.172199999999997,1159.61,58.38297872340426,50
